WS,Element
Sesion5,BAR.Buenavista-3_L3
Sesion5,BAR.Carrera 44 (P1)_L3
Sesion5,BAR.Carrera 8_L1
Sesion5,BAR.Castellana_L3
Sesion5,BAR.Ciudadela_L1
Sesion5,BAR.Estadio Metro-2_L5
Sesion5,BAR.Exito-2 (P2)_T2
Sesion5,BAR.Gran Centro-2_M1
Sesion5,BAR.Hilton Garden (P2)_T3
Sesion5,BAR.Las Mercedes Sur (P1)_L1
Sesion5,BAR.Metropolitano-2_R1
Sesion5,BAR.Metropolitano-3_T2
Sesion5,BAR.Parque Padilla (P2)_M1
Sesion5,BAR.RB Batalla Flores-1 (P1)_L1
Sesion5,BAR.Rb Paseo Bolivar_M2
Sesion5,BAR.Springfield:H2_L3
Sesion5,BAR.Temp Carnaval 2020-1_L3
Sesion5,BOL.Arjona-2_L2
Sesion5,BOL.Montecristo_L2
Sesion5,CAR.Blas Delezo_L2
Sesion5,CAR.Bocagrande-3_L1
Sesion5,CAR.Juanita_L1
Sesion5,CAR.Laguna Club (P2)_L3
Sesion5,BAR.Batalla de Flores-3 (P1)_L1
Sesion5,BAR.Buenavista-2 (P2)_L1
Sesion5,BAR.CC Americano_T1
Sesion5,BAR.Calle 30-5 (P1)_T2
Sesion5,BAR.Carrera 46_T1
Sesion5,BAR.Las Cayenas (P1)_M3
Sesion5,BAR.Las Flores_L2
Sesion5,BAR.RB Termobarranquilla_R1
Sesion5,BAR.Villa Santos-2_L1
Sesion5,BOL.Carmen Bolivar-2_T2
Sesion5,BOL.Nepomuceno-2_M1
Sesion5,BOL.Pto Badel_M3
Sesion5,BOL.Puerto Naito_M2
Sesion5,BOL.Santa Rosa Norte_M1
Sesion5,BOL.Turbana_T3
Sesion5,CAR.Conquistador_M1
Sesion5,CAR.Contadora-2_L1
Sesion5,CAR.India Catalina_L2
Sesion5,CAR.La Vitrola Reub II_M2
Sesion5,CAR.Mamonal-3 Reub_L1
Sesion5,CAR.Manga_M2
Sesion5,CAR.Purina_M1
Sesion5,CAR.Universitario_T1
Sesion5,CAR.Villa Olimpica (P4)_L2
Sesion5,CAR.Villa Olimpica (P4)_M2
Sesion5,BAR.Agrecon (P1)_T1
Sesion5,BAR.Calle 30-3 (P1)_M2
Sesion5,BAR.Caujaral-2:H2_T2
Sesion5,BAR.Concord_R1
Sesion5,BAR.Cordialidad-2_L3
Sesion5,BAR.IND Ara_T1
Sesion5,BAR.IND Claro CGO_L1
Sesion5,BAR.Los Loteros-2 Reub_R1
Sesion5,BAR.Miramar-2 (P1)_L1
Sesion5,BAR.Parque Rosado (P4)_L3
Sesion5,BAR.RB Soledad Centro:H2_L3
Sesion5,BAR.Rb Soledad-1_R2
Sesion5,BAR.Rb Sourdis ALT3_L1
Sesion5,BAR.Sena_M2
Sesion5,BAR.Terminal_R3
Sesion5,BAR.Velodromo (P1)_M3
Sesion5,BAR.Villa San Pablo_L2
Sesion5,BAR.Villa Santos_T2
Sesion5,BOL.Clemencia-2_M2
Sesion5,BOL.Santa Rosa Norte_L2
Sesion5,CAR.Bocagrande-2:P2_T3
Sesion5,CAR.CC Las Americas:H4_L2
Sesion5,CAR.Contadora_T1
Sesion5,CAR.La Princesa_T2
Sesion5,CAR.Mamonal-10_L1
Sesion5,CAR.Mamonal-4_T3
Sesion5,CAR.Manga_T1
Sesion5,CAR.Recreo-2_R3
Sesion5,CAR.San Isidro_M4
Sesion5,CAR.Socorro-3_M2
Sesion5,CAR.Villa Olimpica (P3)_M1
Sesion5,BAR.Aeropuerto-3_R1
Sesion5,BAR.Aeropuerto_T1
Sesion5,BAR.Asuncion_T1
Sesion5,BAR.Boulevard Simon (P1)_M2
Sesion5,BAR.CAC Centro_M2
Sesion5,BAR.Carrera 30 (P1)_M3
Sesion5,BAR.Carulla 72_M1
Sesion5,BAR.Caujaral-2:H2_M3
Sesion5,BAR.Caujaral_T2
Sesion5,BAR.Centroamericanos Acuatico_T1
Sesion5,BAR.Estadio Metro-2_L3
Sesion5,BAR.Flexotar_M2
Sesion5,BAR.IND CC Mall Plaza_T1
Sesion5,BAR.La Mina_M3
Sesion5,BAR.La Victoria_L2
Sesion5,BAR.Los Loteros-2 Reub_M1
Sesion5,BAR.Pelu_M2
Sesion5,BAR.Rb Paraiso Romano:H1_R2
Sesion5,BAR.Rb Soledad-1_T3
Sesion5,BAR.Santa Monica_L1
Sesion5,BAR.Temp Nueva Esperanza_R3
Sesion5,BAR.Via 40-4_T3
Sesion5,BAR.Zoologico_T1
Sesion5,CAR.Arsenal_M1
Sesion5,CAR.Bosque_M2
Sesion5,CAR.Cartagenita_L1
Sesion5,CAR.Cartagenita_M3
Sesion5,CAR.Corredor de Carga_T1
Sesion5,CAR.Diamante Reub_M1
Sesion5,CAR.IND CAV Caribe Plaza_M1
Sesion5,CAR.La Princesa_R1
Sesion5,CAR.RB Villa Lorena_M1
Sesion5,CAR.Ternera_T3
Sesion5,BAR.Alboraya (P1)_L1
Sesion5,BAR.Brigada_L2
Sesion5,BAR.Buenavista-4 (P1)_T2
Sesion5,BAR.Ciudad Paraiso_L2
Sesion5,BAR.Granabastos-3_R1
Sesion5,BAR.IND Acueducto AA_L3
Sesion5,BAR.Manhattan_L3
Sesion5,BAR.Porsche (P1)_L2
Sesion5,BAR.Puerta de Oro (P1)_M3
Sesion5,BAR.Rb El Bosque_R2
Sesion5,BAR.Riomar-2 H3_L1
Sesion5,BAR.Temp Terrazas_R1
Sesion5,BOL.Calamar_M3
Sesion5,BOL.Hatillo de Loba_M3
Sesion5,BOL.Magangue_T2
Sesion5,BOL.Puerto Naito_L3
Sesion5,CAR.Bco Popular-2_M1
Sesion5,CAR.Bocagrande-6_M2
Sesion5,BAR.CA Edgar Renteria (P1)_M5
Sesion5,BAR.Carulla 72_T3
Sesion5,BAR.Esmeralda-2 (P1)_L2
Sesion5,BAR.Estadio Metro_L11
Sesion5,BAR.Estadio Metro_L8
Sesion5,BAR.Metropolitano-3_L1
Sesion5,BAR.Olaya Herrera_L4
Sesion5,BAR.Parque Padilla (P1)_M3
Sesion5,BAR.Parque Rosado (P1)_M1
Sesion5,BAR.Porsche (P1)_M3
Sesion5,BAR.Pueblo_M1
Sesion5,BAR.RB Via 40_L3
Sesion5,BAR.Rb San Isidro_L3
Sesion5,BAR.Romelio_M3
Sesion5,BOL.Juan Arias_M3
Sesion5,BOL.Turbaco-2_M2
Sesion5,BOL.Turbana_T2
Sesion5,CAR.Club Profesionales_L1
Sesion5,CAR.Conquistador_L3
Sesion5,CAR.Cordialidad_R1
Sesion5,CAR.Hospital Naval Reub_L3
Sesion5,CAR.IND Radial Olimpica_L1
Sesion5,CAR.Mamonal-12_L2
Sesion5,CAR.Manga-4_R2
Sesion5,BAR.Blue Garden (P1)_T2
Sesion5,BAR.Boulevard 59 (P1)_T3
Sesion5,BAR.Calle 17-2_L1
Sesion5,BAR.Calle 72_T1
Sesion5,BAR.Centro Civico:H1_T2
Sesion5,BAR.Concretos (P1)_M1
Sesion5,BAR.Estadio Metro-2_M2
Sesion5,BAR.Granabastos-3_R2
Sesion5,BAR.IND Falabella MallPlaza_L1
Sesion5,BAR.Pa la Playa_L1
Sesion5,BAR.Palmas del Rio_T2
Sesion5,BAR.RB Sourdis ALT1_L1
Sesion5,BAR.Soledad-8_R2
Sesion5,BAR.Temp Nueva Esperanza_T3
Sesion5,BAR.Uninorte-2 (P2)_L1
Sesion5,BAR.Velodromo_M3
Sesion5,BOL.Pinillos_L3
Sesion5,BOL.San Cristobal_M2
Sesion5,BOL.Villanueva_T3
Sesion5,CAR.Boston_M1
Sesion5,CAR.Castellana_M2
Sesion5,CAR.Cementerio-2_L1
Sesion5,CAR.Club Campestre_T2
Sesion5,CAR.Cordialidad-2_L1
Sesion5,CAR.El Pozon_L3
Sesion5,CAR.Ladrillera La Clay_L2
Sesion5,CAR.Mamonal-2_M1
Sesion5,CAR.UTB_R1
Sesion5,BAR.Buenos Aires_T3
Sesion5,BAR.Carrera 38-2 (P1)_T2
Sesion5,BAR.Carulla 72_M2
Sesion5,BAR.Caujaral_R2
Sesion5,BAR.Club Caujaral_R1
Sesion5,BAR.Concepcion_T2
Sesion5,BAR.Estadio-1_L2
Sesion5,BAR.IND CAV Metropolitano_T1
Sesion5,BAR.IND Steckerl_T1
Sesion5,BAR.La Magdalena_M1
Sesion5,BAR.RB Granabastos:H1_M1
Sesion5,BAR.RB La Candelaria_T2
Sesion5,BAR.Romelio_L1
Sesion5,BAR.Sao 93 (P2)_M1
Sesion5,BAR.Tabor_M1
Sesion5,BAR.Uninorte-2_R2
Sesion5,BAR.Universal_T2
Sesion5,BAR.Via 40-4_L1
Sesion5,BOL.Arenal_M1
Sesion5,BOL.Carmen Bolivar-2_L2
Sesion5,BOL.Nepomuceno-5_T3
Sesion5,BOL.San Jacinto-3_L3
Sesion5,CAR.Cadetes (P1)_T1
Sesion5,CAR.Camaguey_T2
Sesion5,CAR.El Conde_M1
Sesion5,CAR.La Quinta_L2
Sesion5,CAR.Mamonal-13_M1
Sesion5,CAR.Mamonal-2 (P1)_L1
Sesion5,CAR.Marbella_L2
Sesion5,CAR.Punta Canoa_R3
Sesion5,CAR.San Fernando_L2
Sesion5,CAR.Socorro_L2
Sesion5,CAR.Torices_M2
Sesion5,CAR.Torices_M3
Sesion5,CAR.UTB_M1
Sesion5,BAR.Boulevard Simon (P1)_L1
Sesion5,BAR.Granabastos-3_T1
Sesion5,BAR.IND Steckerl_T2
Sesion5,BAR.La Central_T2
Sesion5,BAR.La Magdalena_L3
Sesion5,BAR.Marisol_M4
Sesion5,BAR.Springfield:H2_T1
Sesion5,BOL.Arjona-2_L1
Sesion5,CAR.Bazurto_T1
Sesion5,CAR.Estelar Manzanillo_L1
Sesion5,CAR.IND CAV Mallplaza_L1
Sesion5,CAR.Mamonal-5_L2
Sesion5,CAR.Manga-3_L1
Sesion5,CAR.Manzanillo_T2
Sesion5,CAR.Muelles El Bosque (P1)_M3
Sesion5,BAR.Americas_M1
Sesion5,BAR.Calle 17-2_L3
Sesion5,BAR.Carrera 30 (P1)_L2
Sesion5,BAR.Centro Civico:H3_L2
Sesion5,BAR.Cumbre_L1
Sesion5,BAR.IND Energia Solar_M6
Sesion5,BAR.Pa la Playa_T1
Sesion5,BAR.RB Via 40-6 (P1)_M1
Sesion5,BAR.Rb Paraiso Romano:H1_M1
Sesion5,BAR.Sena_T3
Sesion5,BOL.Arenal del Sur_L2
Sesion5,BOL.Canaveral_L1
Sesion5,BOL.Carreto_M1
Sesion5,BOL.Maria La Baja_M3
Sesion5,BOL.Pontezuela_M5
Sesion5,BOL.San Cayetano_L2
Sesion5,CAR.Barcelona:H1_L1
Sesion5,CAR.C Amurallado_L4
Sesion5,CAR.Caracucha_R2
Sesion5,CAR.Castillo Grande_T1
Sesion5,CAR.El Libano_T3
Sesion5,CAR.IND Plaza Bocagrande_L2
Sesion5,CAR.San Fernando-2_T1
Sesion5,CAR.San Fernando_T2
Sesion5,CAR.Santa Clara_L1
Sesion5,CAR.Villa Olimpica (P1)_L1
Sesion5,BAR.Aeropuerto-3_T3
Sesion5,BAR.Buenavista-2 (P1)_T3
Sesion5,BAR.Centro Civico:H1_M1
Sesion5,BAR.Centro Civico:H3_L3
Sesion5,BAR.IND Corpoacero_T2
Sesion5,BAR.IND Union de Droguistas_L3
Sesion5,BAR.Los Primos_M3
Sesion5,BAR.Paraiso-2 (P1)_M2
Sesion5,BAR.Plaza de Soledad_L2
Sesion5,BAR.Popular_T2
Sesion5,BAR.RB Granabastos:H1_M2
Sesion5,BAR.Rb Paseo Bolivar_M3
Sesion5,BAR.Roberto Melendez (P1)_T2
Sesion5,BAR.Sao 93 (P2)_L3
Sesion5,BAR.Urvisa_M2
Sesion5,BAR.Via 40-4 (P1)_T1
Sesion5,BAR.Villa Santos-2_M1
Sesion5,BOL.Carreto_M3
Sesion5,BOL.Magangue-3_M2
Sesion5,BOL.Turbana_M1
Sesion5,CAR.Argos Planta_T2
Sesion5,CAR.Caribe Plaza-2_T1
Sesion5,CAR.Cordialidad-2_L3
Sesion5,CAR.Corredor de Carga_M1
Sesion5,CAR.El Pozon_T2
Sesion5,CAR.La Quinta_M2
Sesion5,CAR.Laguna Club (P2)_R3
Sesion5,CAR.Mamonal-8_R2
Sesion5,CAR.Manga-4_T2
Sesion5,BAR.7 de Abril_T3
Sesion5,BAR.Alfonso Lopez_L2
Sesion5,BAR.Calle 17_T3
Sesion5,BAR.Calle 30-3 (P1)_R2
Sesion5,BAR.Centro Ejecutivo-2 (P1)_T1
Sesion5,BAR.Centroamericanos Acuatico_M1
Sesion5,BAR.Colinas Campestres (P1)_T2
Sesion5,BAR.Estadio Metro-2_T1
Sesion5,BAR.Estadio Metro_M2
Sesion5,BAR.Gran Centro_M2
Sesion5,BAR.IND CAV Prado 53_L1
Sesion5,BAR.IND Energia Solar-2_T2
Sesion5,BAR.IND Energia Solar_L2
Sesion5,BAR.Metrocentro_T3
Sesion5,BAR.Murillo-2 (P1)_L1
Sesion5,BAR.Patinodromo_T3
Sesion5,BAR.RB Cementerio_T3
Sesion5,BAR.RB Granabastos:H1_L3
Sesion5,BAR.Temp Nueva Esperanza_M1
Sesion5,BAR.Torcoroma_M2
Sesion5,BAR.Via 40-4_L8
Sesion5,BOL.Barranco de Loba_M2
Sesion5,BOL.Cantagallo_T1
Sesion5,BOL.Carmen Bolivar-3_T2
Sesion5,BOL.Carmen Bolivar_M1
Sesion5,BOL.Isla Grande_T1
Sesion5,BOL.Magangue Bancos_M2
Sesion5,CAR.Calamares_M2
Sesion5,CAR.Club Campestre_M1
Sesion5,CAR.Contadora_R3
Sesion5,CAR.Jaime Moron_M5
Sesion5,CAR.Laguna Club (P2)_M2
Sesion5,CAR.Los Alpes_T3
Sesion5,CAR.Mamonal-8_M1
Sesion5,CAR.Punta Canoa_M3
Sesion5,BAR.Altamira_M6
Sesion5,BAR.Alto Prado-2_L2
Sesion5,BAR.Calle 72_T3
Sesion5,BAR.Esperanza_M3
Sesion5,BAR.Gran Centro-2_M3
Sesion5,BAR.Las Cometas_L2
Sesion5,BAR.Rb San Isidro_R2
Sesion5,BAR.Roberto Melendez (P3)_L2
Sesion5,BAR.SDS Soledad_M1
Sesion5,BAR.Springfield:H3_M3
Sesion5,BAR.Villasantos-3 (P1)_L3
Sesion5,BOL.Magangue-5_M1
Sesion5,BOL.Magangue-8_L3
Sesion5,BOL.Magangue-8_T2
Sesion5,CAR.Bosque-2_M2
Sesion5,CAR.Calamares_L2
Sesion5,CAR.IND Radisson_T1
Sesion5,CAR.Pozon-2_T1
Sesion5,CAR.RB Palmeras_M1
Sesion5,CAR.Terminal-2_M3
Sesion5,BAR.Aeropuerto-2_T2
Sesion5,BAR.Altos de Riomar-2 (P1)_L1
Sesion5,BAR.Altos de Riomar-2 (P1)_T3
Sesion5,BAR.Circunvalar-2 (P1)_M1
Sesion5,BAR.Delicias-2_L3
Sesion5,BAR.IND CC Viva Barranquilla_L1
Sesion5,BAR.RB2 Macarena (P4)_R1
Sesion5,BAR.Rb Pastoral_M2
Sesion5,BAR.Roberto Melendez (P1)_M1
Sesion5,BAR.Robles-2_T1
Sesion5,BAR.Romelio_M8
Sesion5,BAR.Unimetro_T1
Sesion5,BAR.Villa Santos-2_M2
Sesion5,CAR.Argos Planta_L3
Sesion5,CAR.Jaime Moron_L3
Sesion5,CAR.Paraiso-2_R2
Sesion5,CAR.SDS Bosque_L2
Sesion5,CAR.Surtigas_T1
Sesion5,BAR.Alto Prado_T1
Sesion5,BAR.Buenavista-2 (P1)_T2
Sesion5,BAR.Buenavista-2 (P2)_M1
Sesion5,BAR.Buenavista-2 (P2)_T2
Sesion5,BAR.CCM:H2_T1
Sesion5,BAR.Gran Centro-2_L2
Sesion5,BAR.La Mina_M1
Sesion5,BAR.Paraiso_T2
Sesion5,BAR.Parque Padilla (P1)_T3
Sesion5,BAR.Pradera_L3
Sesion5,BAR.Zona Franca-2_R2
Sesion5,BOL.Magangue_L1
Sesion5,BOL.Santa Rosa_M2
Sesion5,BOL.Simiti Reub_M2
Sesion5,CAR.Aeropuerto_L2
Sesion5,CAR.CC Las Americas:H3_L1
Sesion5,CAR.ETCS Telmex_T1
Sesion5,CAR.Ladrillera La Clay_R1
Sesion5,CAR.Las Americas-2_T1
Sesion5,CAR.Mamonal-2 (P1)_M3
Sesion5,CAR.Villa Olimpica (P1)_L3
Sesion5,BAR.Aeropuerto-3_L3
Sesion5,BAR.Alboraya:H1_L3
Sesion5,BAR.Batalla de Flores-3 (P1)_M6
Sesion5,BAR.Batalla de Flores-3 REU_M1
Sesion5,BAR.Carrera 38-2 (P1)_T1
Sesion5,BAR.Ciudad Jardin_M1
Sesion5,BAR.Estadio Metro-2_T5
Sesion5,BAR.Estadio Metro_L5
Sesion5,BAR.Flexotar_M1
Sesion5,BAR.Miramar-2_L1
Sesion5,BAR.Patinodromo_M3
Sesion5,BAR.RB Club Italiano ATL 3_M2
Sesion5,BAR.Rb Helena_R4
Sesion5,BAR.Tobogan-1 (P1)_T3
Sesion5,BAR.Uninorte-2 (P1)_M1
Sesion5,BAR.Uninorte-2 (P2)_T2
Sesion5,BAR.Via 40-5_L3
Sesion5,BOL.Magangue-4_T3
Sesion5,BOL.Rio Viejo_M3
Sesion5,CAR.Cementerio-3_M2
Sesion5,CAR.Club Campestre_T1
Sesion5,CAR.El Pozon_T1
Sesion5,CAR.Mamonal-4_T2
Sesion5,CAR.Membrillal_L2
Sesion5,CAR.RB Crespo_M4
Sesion5,BAR.7 de Abril_L3
Sesion5,BAR.Agrecon (P1)_M3
Sesion5,BAR.Alboraya:H1_M1
Sesion5,BAR.Avenida del Rio (P1)_L3
Sesion5,BAR.Buenavista-3 (P1)_M3
Sesion5,BAR.CA Edgar Renteria (P1)_L3
Sesion5,BAR.Carrera 38-3 (P1)_M1
Sesion5,BAR.Centroamericanos Acuatico_M2
Sesion5,BAR.Juan Mina_M1
Sesion5,BAR.Los Robles_L2
Sesion5,BAR.Olaya Herrera_M8
Sesion5,BAR.Portal del Prado-2_L4
Sesion5,BAR.RB Carrizal_L2
Sesion5,BAR.Rb Helena_T3
Sesion5,BAR.Urvisa_L2
Sesion5,BAR.Velodromo (P1)_L3
Sesion5,BAR.Villacountry-2:H2_M2
Sesion5,BOL.Baru Nuevo_L2
Sesion5,BOL.La Haya_M2
Sesion5,BOL.Pasacaballos_L2
Sesion5,CAR.Bco Popular-1_R2
Sesion5,CAR.Cementerio_L2
Sesion5,CAR.Contadora_R2
Sesion5,CAR.Diamante-2_L3
Sesion5,CAR.El Dorado_L3
Sesion5,CAR.Karibanna_M1
Sesion5,CAR.Morros_L1
Sesion5,CAR.Pie del Cerro_R2
Sesion5,CAR.Recreo_T1
Sesion5,CAR.Villa Olimpica (P4)_T2
Sesion5,CAR.Villa Olimpica (P4)_T3
Sesion5,BAR.Altamira_M1
Sesion5,BAR.Calle 76 (P2)_M3
Sesion5,BAR.Caridad del Cobre_L1
Sesion5,BAR.Carrizal-2_T2
Sesion5,BAR.Centro Civico:H3_R1
Sesion5,BAR.Country (P3)_L1
Sesion5,BAR.Delicias_M2
Sesion5,BAR.IND Temp Acondesa_L1
Sesion5,BAR.Pa la Playa (P1)_T2
Sesion5,BAR.Puerta del Sol_T2
Sesion5,BAR.RB La Candelaria_R2
Sesion5,BAR.Sena_M3
Sesion5,BAR.Springfield-2:H1_T1
Sesion5,BAR.Temp Carnaval 2020-1_M2
Sesion5,BAR.Uninorte-2 (P1)_M2
Sesion5,BOL.Achi_L1
Sesion5,BOL.Santa Catalina_T3
Sesion5,BOL.Turbaco-2_T1
Sesion5,CAR.Caracucha_T2
Sesion5,CAR.Cementerio_T1
Sesion5,CAR.Las Americas_R1
Sesion5,CAR.Membrillal_M1
Sesion5,CAR.Plazuela_M1
Sesion5,CAR.RB Palmeras_M3
Sesion5,CAR.San Francisco-2_M2
Sesion5,BAR.C Americanos Moderno (P1)_L1
Sesion5,BAR.Calle 30-3 (P1)_T3
Sesion5,BAR.Calle 80:H4_M1
Sesion5,BAR.Club Caujaral_L1
Sesion5,BAR.Gran Centro-2_T1
Sesion5,BAR.IND CC Viva Barranquilla_M1
Sesion5,BAR.IND Corpoacero_L3
Sesion5,BAR.Las Mercedes Sur (P1)_M2
Sesion5,BAR.Los Loteros-2 Reub_M2
Sesion5,BAR.Mercadito_T1
Sesion5,BAR.Pueblito_R2
Sesion5,BAR.RB Ethernit_T1
Sesion5,BOL.Guamo_L1
Sesion5,BOL.Magangue Bancos_L3
Sesion5,BOL.Pontezuela_L2
Sesion5,CAR.Barcelona:H1_R3
Sesion5,CAR.Bco Popular-2_M2
Sesion5,CAR.Mamonal-12_M2
Sesion5,CAR.Manga-3_R3
Sesion5,CAR.Manga-4_R3
Sesion5,CAR.Punta Canoa_T3
Sesion5,CAR.RB Base Naval_L3
Sesion5,CAR.RB Inem_M3
Sesion5,CAR.Santa Lucia-2_M1
Sesion5,CAR.Santa Lucia_T1
Sesion5,BAR.Aeropuerto_M2
Sesion5,BAR.Agrecon (P1)_T3
Sesion5,BAR.Americas_T1
Sesion5,BAR.Brigada_M3
Sesion5,BAR.Calle 30-2 H2_L3
Sesion5,BAR.Circunvalar-1 (P1)_R2
Sesion5,BAR.Ciudad Paraiso_R3
Sesion5,BAR.Gran Centro-2_L1
Sesion5,BAR.Las Mercedes Sur (P1)_L2
Sesion5,BAR.Metropolitano-3_T3
Sesion5,BAR.Nueva Colombia (P1)_R1
Sesion5,BAR.Parque Padilla (P1)_M1
Sesion5,BAR.Prado-2_L3
Sesion5,BAR.RB Granabastos:H2_M2
Sesion5,BAR.Rb Paseo Bolivar_T1
Sesion5,BAR.Simon Bolivar-2_L2
Sesion5,BAR.Simon Bolivar-2_T1
Sesion5,BAR.Villasantos-3 (P1)_L2
Sesion5,BAR.Zona Franca Cayenas_T1
Sesion5,BAR.Zoologico_M1
Sesion5,BOL.Juan Arias_M1
Sesion5,BOL.Magangue-3_L3
Sesion5,BOL.Magangue-8_M2
Sesion5,BOL.Magangue-9_M3
Sesion5,BOL.San Cayetano_L3
Sesion5,CAR.CAC Bocagrande_T1
Sesion5,CAR.Estelar Manzanillo_M2
Sesion5,CAR.Jaime Moron_L5
Sesion5,CAR.Juanita_L2
Sesion5,CAR.Las Americas-2_M1
Sesion5,CAR.Mamonal-8_M2
Sesion5,CAR.Paraiso-2_R3
Sesion5,CAR.Pozon-2_T3
Sesion5,CAR.Purina_M3
Sesion5,BAR.CCM:H1_T2
Sesion5,BAR.Carrera 38-3 (P1)_T1
Sesion5,BAR.Delicias_L2
Sesion5,BAR.Gracetales_M8
Sesion5,BAR.IND Corpoacero_L2
Sesion5,BAR.La Mina_T2
Sesion5,BAR.Miramar-1_T2
Sesion5,BAR.Murillo_T2
Sesion5,BAR.Pelu_L2
Sesion5,BAR.Prado-1_L1
Sesion5,BAR.Price Smart (P1)_T3
Sesion5,BAR.Temp Nueva Esperanza_R1
Sesion5,BAR.Tobogan_L1
Sesion5,BAR.Uninorte-2_R1
Sesion5,BAR.Via 40-4 (P1)_L2
Sesion5,BAR.Villa Estadio_M1
Sesion5,BOL.Carmen Bolivar-2_M1
Sesion5,BOL.Cruz Viso_L1
Sesion5,BOL.Magangue_T3
Sesion5,CAR.Cordialidad-2_R3
Sesion5,CAR.El Libano_T2
Sesion5,CAR.Laguna Club (P1)_T3
Sesion5,CAR.Mamonal-2_T1
Sesion5,CAR.Mamonal-4_L2
Sesion5,CAR.Mamonal-8_L3
Sesion5,CAR.Recreo-2_R2
Sesion5,BAR.11 de Noviembre_L3
Sesion5,BAR.Avenida del Rio (P1)_M1
Sesion5,BAR.CCM:H1_M1
Sesion5,BAR.Caujaral_R1
Sesion5,BAR.Marisol_T2
Sesion5,BAR.RB Granabastos:H1_T2
Sesion5,BAR.Rb San Isidro_R3
Sesion5,BAR.Sorrento_M1
Sesion5,BOL.Cantagallo_M1
Sesion5,BOL.Cordoba_M3
Sesion5,BOL.San Fernando_M3
Sesion5,CAR.Aeropuerto_T1
Sesion5,CAR.Cementerio_L1
Sesion5,CAR.Club Campestre_L2
Sesion5,CAR.Crespo-3_R1
Sesion5,CAR.Estadio_L3
Sesion5,CAR.IND CAV Ejecutivos_M1
Sesion5,CAR.IND Hilton_M1
Sesion5,CAR.Laguna Club (P2)_M1
Sesion5,CAR.Mamonal-13_M2
Sesion5,CAR.Mamonal-5_L1
Sesion5,CAR.Mamonal-6:H1_R1
Sesion5,CAR.Perimetral Reub_T2
Sesion5,BAR.20 de Julio_M1
Sesion5,BAR.7 de Abril_M2
Sesion5,BAR.Blue Garden (P2)_M1
Sesion5,BAR.Centro Ejecutivo-2 (P1)_M1
Sesion5,BAR.Country (P3)_T3
Sesion5,BAR.Exito_M1
Sesion5,BAR.La Central_M2
Sesion5,BAR.La Victoria_T1
Sesion5,BAR.Pa la Playa_M3
Sesion5,BAR.Parque Rosado (P4)_L1
Sesion5,BAR.RB2 Macarena (P4)_T2
Sesion5,BAR.Soledad-5_M1
Sesion5,BAR.Soledad-8_T1
Sesion5,BAR.Urbaplaya_T1
Sesion5,BAR.Velodromo_R3
Sesion5,BAR.Villa Estadio_R2
Sesion5,BOL.Santa Catalina_L3
Sesion5,BOL.Santa Rosa_M3
Sesion5,CAR.Bazurto_R2
Sesion5,CAR.Blas Delezo_M1
Sesion5,CAR.Caracucha_M2
Sesion5,CAR.Caracucha_M3
Sesion5,CAR.Club Campestre_L3
Sesion5,CAR.El Libano_M1
Sesion5,CAR.IND Homecenter_T1
Sesion5,CAR.Jaime Moron_L6
Sesion5,CAR.Paraiso_T1
Sesion5,CAR.RB Crespo_R3
Sesion5,CAR.San Francisco-2_R1
Sesion5,CAR.Socorro-2_M2
Sesion5,BAR.Aeropuerto-2_L1
Sesion5,BAR.Aeropuerto-2_L3
Sesion5,BAR.Buenavista-2 (P3)_M1
Sesion5,BAR.Buenos Aires_M3
Sesion5,BAR.CCM:H2_T2
Sesion5,BAR.Carrera 38-3 (P1)_T2
Sesion5,BAR.Caujaral-2:H2_T1
Sesion5,BAR.Centro Civico:H3_T2
Sesion5,BAR.Concretos (P1)_M3
Sesion5,BAR.Cordialidad-3_T2
Sesion5,BAR.Esperanza_T2
Sesion5,BAR.Estadio-1_T3
Sesion5,BAR.Granabastos-3_L2
Sesion5,BAR.La Victoria_M3
Sesion5,BAR.Las Flores_T1
Sesion5,BAR.RB Carrizal_M3
Sesion5,BAR.RB Granabastos:H2_M1
Sesion5,BAR.RB Los Loteros:H1_R2
Sesion5,BAR.RB Los Loteros:H1_R3
Sesion5,BAR.RB Los Loteros:H1_T3
Sesion5,BAR.RB Via 40-2 (P1)_L2
Sesion5,BAR.Rb Helena_R3
Sesion5,BAR.Sourdis_R2
Sesion5,BAR.Velodromo_R1
Sesion5,BOL.Magangue Bancos_T1
Sesion5,BOL.Mompox-1_M3
Sesion5,BOL.Mompox-4_T3
Sesion5,BOL.Turbaco-5_T1
Sesion5,CAR.Casa Huespedes_T1
Sesion5,CAR.Cementerio-3_M1
Sesion5,CAR.Getsemani_R3
Sesion5,CAR.Manga-3_M3
Sesion5,CAR.Morros_T3
Sesion5,CAR.RB Crespo_M1
Sesion5,BAR.Aeropuerto_L1
Sesion5,BAR.Buenavista-5 (P1)_L2
Sesion5,BAR.Calle 30-2 H2_T1
Sesion5,BAR.Calle 30-4 (P1)_L2
Sesion5,BAR.Calle 30-5 (P1)_L3
Sesion5,BAR.Carrera 38-3 (P1)_L3
Sesion5,BAR.Caujaral-2:H2_L2
Sesion5,BAR.Caujaral-2:H2_M2
Sesion5,BAR.Circunvalar-3 (P1)_T2
Sesion5,BAR.Club Caujaral_M2
Sesion5,BAR.Delicias-2_M1
